Incident ID,Country,Country_ID,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Attack_typeID
1094,France,5,2017,SQL Injection,Healthcare,18.75,436009,Nation-state,Social Engineering,AI-based Detection,44,28
1095,UK,3,2020,SQL Injection,Retail,56.3,142291,Nation-state,Weak Passwords,VPN,29,117
1096,Germany,4,2019,Man-in-the-Middle,Government,64.8,276197,Unknown,Zero-day,Firewall,2,33
1097,Russia,7,2020,Ransomware,IT,33.61,807918,Hacker Group,Social Engineering,Antivirus,37,83
1098,France,5,2021,Man-in-the-Middle,Telecommunications,90.99,483484,Hacker Group,Unpatched Software,VPN,2,77
1099,Russia,7,2015,Ransomware,IT,41.79,7290,Insider,Weak Passwords,AI-based Detection,32,100
1100,India,2,2022,DDoS,IT,38.69,333967,Insider,Zero-day,Firewall,26,104
1101,China,1,2020,Man-in-the-Middle,Education,84.4,840118,Hacker Group,Zero-day,Encryption,58,103
1102,USA,10,2024,Malware,Healthcare,69.46,187312,Nation-state,Zero-day,VPN,58,92
1103,Brazil,8,2024,DDoS,IT,34.46,470727,Unknown,Weak Passwords,Firewall,8,97
1104,India,2,2023,Malware,Education,95.97,629490,Hacker Group,Zero-day,VPN,38,92
1105,France,5,2021,SQL Injection,Government,98.76,904598,Hacker Group,Social Engineering,AI-based Detection,11,28
1106,USA,10,2017,Ransomware,Education,12.59,820632,Unknown,Social Engineering,AI-based Detection,65,4
1107,Japan,9,2019,DDoS,Retail,78.78,214152,Insider,Weak Passwords,Firewall,7,97
1108,Australia,6,2024,DDoS,Banking,21.11,18766,Insider,Weak Passwords,Firewall,43,97
1109,France,5,2020,Malware,Banking,50.19,760230,Nation-state,Zero-day,VPN,56,92
1110,India,2,2021,Ransomware,Healthcare,76.83,603402,Insider,Zero-day,AI-based Detection,57,115
1111,France,5,2020,Man-in-the-Middle,Healthcare,17.49,693907,Hacker Group,Zero-day,AI-based Detection,54,45
1112,Brazil,8,2017,SQL Injection,Banking,66.78,698892,Unknown,Zero-day,AI-based Detection,24,111
1113,UK,3,2015,Phishing,IT,24.17,64082,Unknown,Social Engineering,Antivirus,16,105
1114,USA,10,2022,Ransomware,IT,38.84,687052,Nation-state,Unpatched Software,Encryption,34,25
1115,Russia,7,2018,Phishing,Government,14.98,417488,Hacker Group,Weak Passwords,Encryption,23,95
1116,Germany,4,2020,Ransomware,Telecommunications,15.14,970038,Nation-state,Zero-day,Firewall,47,12
1117,Japan,9,2016,SQL Injection,Government,10.4,240441,Unknown,Zero-day,Antivirus,17,89
1118,India,2,2020,Man-in-the-Middle,Banking,59.67,747418,Insider,Unpatched Software,VPN,20,77
1119,Japan,9,2019,Malware,Retail,36.66,977185,Insider,Social Engineering,Antivirus,71,26
1120,India,2,2019,Malware,Retail,58.98,267401,Unknown,Zero-day,Firewall,20,50
1121,Germany,4,2022,Ransomware,Retail,19.47,496271,Hacker Group,Unpatched Software,AI-based Detection,20,87
1122,France,5,2015,Phishing,Banking,64.62,104619,Insider,Unpatched Software,Antivirus,68,55
1123,Russia,7,2024,Ransomware,Healthcare,98.25,877571,Insider,Weak Passwords,Antivirus,19,19
1124,Japan,9,2020,Ransomware,Healthcare,41.88,93314,Hacker Group,Unpatched Software,VPN,24,56
1125,Brazil,8,2020,DDoS,Government,13.22,790415,Hacker Group,Zero-day,Encryption,52,27
1126,Germany,4,2020,Ransomware,IT,54.65,107180,Nation-state,Zero-day,Antivirus,68,106
1127,Japan,9,2018,Phishing,IT,72.01,401960,Nation-state,Unpatched Software,VPN,44,1
1128,USA,10,2020,Ransomware,Telecommunications,93.89,602474,Unknown,Social Engineering,VPN,71,20
1129,Australia,6,2024,Phishing,Education,18.64,701144,Hacker Group,Unpatched Software,Antivirus,41,55
1130,UK,3,2024,Malware,Education,64.05,116714,Insider,Social Engineering,Encryption,37,76
1131,France,5,2016,Man-in-the-Middle,IT,41.79,453408,Nation-state,Social Engineering,VPN,8,5
1132,UK,3,2022,Phishing,Retail,13.37,40843,Unknown,Weak Passwords,Encryption,66,95
1133,Australia,6,2015,Man-in-the-Middle,Healthcare,1.62,336650,Hacker Group,Zero-day,VPN,35,84
1134,China,1,2017,Phishing,Healthcare,92.64,911233,Hacker Group,Weak Passwords,AI-based Detection,18,43
1135,Brazil,8,2023,Ransomware,Telecommunications,32.18,812908,Hacker Group,Weak Passwords,Antivirus,12,19
1136,China,1,2019,SQL Injection,Education,64.26,796878,Nation-state,Zero-day,Antivirus,26,89
1137,Japan,9,2023,Man-in-the-Middle,Government,81.57,738014,Unknown,Social Engineering,Antivirus,24,6
1138,USA,10,2021,DDoS,Education,87.32,315915,Nation-state,Social Engineering,Antivirus,52,112
1139,China,1,2022,Ransomware,Education,70.44,164734,Nation-state,Unpatched Software,Firewall,7,2
1140,India,2,2024,Man-in-the-Middle,IT,1.75,617939,Unknown,Zero-day,Firewall,22,33
1141,Germany,4,2021,Phishing,Healthcare,96.81,374164,Hacker Group,Weak Passwords,Antivirus,53,21
1142,USA,10,2020,Phishing,Banking,74.51,332766,Hacker Group,Weak Passwords,Antivirus,53,21
1143,Brazil,8,2018,Phishing,Healthcare,2.52,414899,Unknown,Weak Passwords,Encryption,37,95
1144,Brazil,8,2017,DDoS,Retail,81.63,140371,Hacker Group,Zero-day,Encryption,13,27
1145,Australia,6,2019,Ransomware,Education,43.53,729109,Insider,Weak Passwords,VPN,22,110
1146,UK,3,2020,DDoS,Education,84.28,776200,Unknown,Weak Passwords,Encryption,49,60
1147,Russia,7,2019,Phishing,Healthcare,17.6,839921,Unknown,Zero-day,Antivirus,5,31
1148,France,5,2019,Malware,Education,31.35,312314,Unknown,Social Engineering,AI-based Detection,35,61
1149,Australia,6,2024,Man-in-the-Middle,Healthcare,65.72,299613,Hacker Group,Zero-day,Firewall,20,33
1150,India,2,2016,Phishing,Banking,43.81,250482,Insider,Weak Passwords,VPN,20,32
1151,Brazil,8,2021,DDoS,Banking,84.41,230110,Unknown,Social Engineering,Antivirus,51,112
1152,Australia,6,2015,SQL Injection,Retail,55.78,852650,Nation-state,Social Engineering,AI-based Detection,50,28
1153,Germany,4,2024,DDoS,Telecommunications,67.47,337890,Unknown,Weak Passwords,Antivirus,35,39
1154,Japan,9,2016,Malware,Education,8.08,557108,Nation-state,Zero-day,Firewall,17,50
1155,Australia,6,2022,DDoS,Telecommunications,46.2,299968,Insider,Zero-day,Antivirus,46,79
1156,China,1,2022,Phishing,Telecommunications,72.06,459296,Nation-state,Weak Passwords,AI-based Detection,13,43
1157,India,2,2019,Ransomware,Telecommunications,90.48,46972,Nation-state,Social Engineering,VPN,23,20
1158,UK,3,2022,Malware,Healthcare,21.26,602041,Hacker Group,Unpatched Software,AI-based Detection,25,67
1159,Japan,9,2016,Phishing,Banking,82.93,36797,Insider,Unpatched Software,VPN,2,1
1160,China,1,2021,SQL Injection,Healthcare,23.15,730762,Insider,Social Engineering,VPN,19,96
1161,Russia,7,2016,Malware,Government,66.19,91194,Hacker Group,Unpatched Software,Encryption,72,93
1162,India,2,2015,SQL Injection,Banking,95.81,42883,Unknown,Zero-day,Encryption,37,102
1163,UK,3,2024,SQL Injection,Retail,48.33,422592,Nation-state,Unpatched Software,VPN,37,99
1164,India,2,2015,Man-in-the-Middle,Healthcare,29.54,837320,Unknown,Social Engineering,VPN,14,5
1165,USA,10,2020,Phishing,Banking,44.08,708034,Unknown,Zero-day,AI-based Detection,39,23
1166,Japan,9,2024,Phishing,IT,91.71,47841,Hacker Group,Weak Passwords,Antivirus,23,21
1167,Japan,9,2015,SQL Injection,Banking,73.94,274703,Nation-state,Social Engineering,Encryption,6,81
1168,Australia,6,2021,Malware,Healthcare,10.35,776819,Insider,Unpatched Software,VPN,64,24
1169,Germany,4,2019,Man-in-the-Middle,IT,89.6,544648,Unknown,Weak Passwords,Antivirus,47,52
1170,China,1,2024,Man-in-the-Middle,Government,11.99,735203,Insider,Zero-day,VPN,66,84
1171,India,2,2018,SQL Injection,Education,77.02,424342,Unknown,Social Engineering,Antivirus,57,8
1172,Russia,7,2018,Malware,Retail,78.82,155353,Unknown,Weak Passwords,VPN,67,114
1173,Germany,4,2020,DDoS,Banking,64.64,735855,Insider,Unpatched Software,Firewall,23,9
1174,France,5,2016,Man-in-the-Middle,IT,11.91,765453,Unknown,Social Engineering,Antivirus,39,6
1175,Japan,9,2024,SQL Injection,Education,82.52,788243,Insider,Social Engineering,VPN,38,96
1176,Germany,4,2017,Phishing,Banking,69.85,253058,Hacker Group,Social Engineering,Encryption,44,44
1177,Australia,6,2022,Phishing,Healthcare,80.11,537530,Nation-state,Zero-day,Encryption,14,15
1178,China,1,2023,SQL Injection,Banking,2.46,95779,Nation-state,Zero-day,VPN,43,36
1179,France,5,2024,Phishing,Healthcare,59.79,906160,Unknown,Zero-day,VPN,48,10
1180,Russia,7,2019,Ransomware,Education,11.06,490910,Insider,Zero-day,AI-based Detection,58,115
1181,UK,3,2020,SQL Injection,Banking,73.69,522097,Hacker Group,Weak Passwords,VPN,63,117
1182,Germany,4,2016,Man-in-the-Middle,Retail,53.57,218143,Nation-state,Unpatched Software,Encryption,27,37
1183,Germany,4,2018,Malware,IT,30.2,667023,Unknown,Zero-day,Antivirus,26,86
1184,Australia,6,2023,Malware,Education,67.23,362308,Unknown,Social Engineering,AI-based Detection,5,61
1185,Russia,7,2023,DDoS,IT,86.81,717258,Insider,Unpatched Software,Firewall,16,9
1186,Brazil,8,2018,Man-in-the-Middle,Retail,76.39,984,Insider,Unpatched Software,Firewall,56,78
1187,Russia,7,2023,DDoS,Telecommunications,96.61,956064,Insider,Weak Passwords,Antivirus,45,39
1188,Australia,6,2024,Malware,Retail,64.3,891367,Nation-state,Social Engineering,Firewall,21,17
1189,China,1,2019,Man-in-the-Middle,IT,79.33,842637,Nation-state,Unpatched Software,AI-based Detection,55,16
1190,USA,10,2015,DDoS,IT,45.91,772018,Hacker Group,Weak Passwords,Encryption,46,60
1191,Australia,6,2022,Malware,IT,41.67,945897,Insider,Weak Passwords,Firewall,66,98
1192,Germany,4,2018,SQL Injection,Banking,81.33,508544,Insider,Unpatched Software,VPN,45,99
1193,Australia,6,2021,Ransomware,Healthcare,91.8,125309,Unknown,Social Engineering,Antivirus,13,83
1194,UK,3,2024,Man-in-the-Middle,IT,3.69,529410,Insider,Zero-day,Firewall,59,33
1195,Australia,6,2018,Phishing,Education,24.25,665381,Insider,Unpatched Software,AI-based Detection,61,85
1196,Japan,9,2019,Man-in-the-Middle,Telecommunications,89.5,163110,Nation-state,Zero-day,Encryption,35,103
1197,Russia,7,2019,Ransomware,IT,60.24,354784,Hacker Group,Social Engineering,AI-based Detection,65,4
1198,Germany,4,2022,Ransomware,Education,7.65,643306,Hacker Group,Zero-day,Encryption,50,88
1199,Australia,6,2016,Malware,Telecommunications,44.93,23249,Insider,Social Engineering,Firewall,1,17
1200,USA,10,2015,SQL Injection,Retail,26.98,763017,Insider,Social Engineering,Firewall,24,58
1201,Russia,7,2015,Ransomware,Retail,84.08,71334,Unknown,Unpatched Software,AI-based Detection,26,87
1202,Australia,6,2019,SQL Injection,Government,99.2,605470,Nation-state,Unpatched Software,Encryption,18,30
1203,India,2,2023,SQL Injection,Government,40.63,356387,Nation-state,Zero-day,Antivirus,11,89
1204,China,1,2023,Malware,IT,11.89,260907,Insider,Weak Passwords,AI-based Detection,31,40
1205,Japan,9,2019,Man-in-the-Middle,IT,73.71,560693,Hacker Group,Weak Passwords,Firewall,1,116
1206,Brazil,8,2015,Phishing,IT,16.44,82841,Insider,Social Engineering,Encryption,36,44
1207,Russia,7,2021,Malware,Government,51.05,262500,Nation-state,Social Engineering,AI-based Detection,27,61
1208,UK,3,2023,Malware,IT,49.13,116201,Nation-state,Zero-day,Firewall,14,50
1209,China,1,2016,Phishing,IT,17.06,44473,Unknown,Weak Passwords,VPN,67,32
1210,France,5,2017,Ransomware,IT,93.15,372975,Hacker Group,Weak Passwords,Firewall,64,68
1211,France,5,2018,DDoS,Government,66.4,613192,Insider,Weak Passwords,VPN,50,90
1212,India,2,2017,SQL Injection,Government,20.21,421023,Insider,Unpatched Software,Encryption,72,30
1213,India,2,2015,Ransomware,Healthcare,1.48,818172,Unknown,Social Engineering,VPN,30,20
1214,Russia,7,2018,Ransomware,Education,22.77,828880,Hacker Group,Unpatched Software,Antivirus,69,71
1215,Germany,4,2017,Man-in-the-Middle,Government,56.15,487668,Hacker Group,Unpatched Software,AI-based Detection,72,16
1216,France,5,2020,Ransomware,Telecommunications,10.52,253094,Hacker Group,Unpatched Software,VPN,19,56
1217,China,1,2015,SQL Injection,Telecommunications,34.84,712886,Hacker Group,Weak Passwords,Antivirus,7,72
1218,China,1,2019,Phishing,IT,5.05,65176,Unknown,Weak Passwords,Encryption,49,95
1219,Germany,4,2020,SQL Injection,IT,54.59,248356,Nation-state,Weak Passwords,AI-based Detection,25,107
1220,China,1,2020,DDoS,Education,52.36,499615,Hacker Group,Unpatched Software,Antivirus,19,63
1221,Russia,7,2016,Man-in-the-Middle,Telecommunications,10.2,446917,Unknown,Unpatched Software,Firewall,1,78
1222,USA,10,2023,SQL Injection,Education,77.96,164892,Insider,Weak Passwords,Firewall,63,118
1223,UK,3,2022,SQL Injection,IT,61.97,627852,Nation-state,Unpatched Software,VPN,23,99
1224,UK,3,2016,DDoS,Banking,61.15,219846,Insider,Social Engineering,AI-based Detection,13,18
1225,Australia,6,2024,Malware,Education,83.04,862049,Insider,Unpatched Software,Antivirus,43,42
1226,USA,10,2015,Man-in-the-Middle,Education,37.18,270984,Nation-state,Zero-day,Encryption,28,103
1227,India,2,2022,Malware,Government,27.09,979810,Insider,Weak Passwords,VPN,34,114
1228,Germany,4,2015,SQL Injection,Government,0.72,944106,Insider,Unpatched Software,VPN,2,99
1229,Russia,7,2023,Phishing,Banking,9.24,612761,Nation-state,Unpatched Software,Encryption,71,57
1230,Australia,6,2018,Malware,Telecommunications,8.69,813960,Hacker Group,Weak Passwords,VPN,6,114
1231,Germany,4,2021,DDoS,Healthcare,32.07,510895,Unknown,Weak Passwords,Antivirus,6,39
1232,India,2,2023,Malware,Healthcare,71.94,652957,Insider,Weak Passwords,Encryption,65,51
1233,Japan,9,2022,Ransomware,IT,84.09,991854,Unknown,Unpatched Software,VPN,11,56
1234,India,2,2018,Ransomware,Retail,56.06,382041,Unknown,Weak Passwords,Encryption,4,120
1235,USA,10,2015,Man-in-the-Middle,Government,47.76,428556,Unknown,Weak Passwords,Antivirus,15,52
1236,UK,3,2019,SQL Injection,Banking,79.34,455556,Insider,Social Engineering,Firewall,1,58
1237,Australia,6,2022,Ransomware,Healthcare,17.58,18399,Unknown,Zero-day,Firewall,14,12
1238,Germany,4,2016,Man-in-the-Middle,Government,97.79,984519,Nation-state,Unpatched Software,Firewall,57,78
1239,Brazil,8,2021,DDoS,Retail,75.1,740795,Hacker Group,Unpatched Software,Firewall,12,9
1240,UK,3,2019,SQL Injection,Telecommunications,39.58,483585,Unknown,Unpatched Software,Encryption,13,30
1241,Brazil,8,2021,Ransomware,Healthcare,78.08,989151,Unknown,Social Engineering,AI-based Detection,2,4
1242,Germany,4,2016,SQL Injection,Government,63.89,946613,Insider,Social Engineering,AI-based Detection,21,28
1243,Australia,6,2021,Ransomware,Banking,24.33,77845,Insider,Social Engineering,AI-based Detection,26,4
1244,India,2,2020,Ransomware,IT,70.91,403494,Hacker Group,Social Engineering,Firewall,3,54
1245,Germany,4,2018,Man-in-the-Middle,Banking,23.32,524693,Unknown,Unpatched Software,VPN,63,77
1246,UK,3,2016,Phishing,Education,9.84,628589,Unknown,Unpatched Software,Encryption,8,57
1247,Australia,6,2018,Man-in-the-Middle,Healthcare,34.29,943349,Nation-state,Zero-day,Antivirus,5,80
1248,Brazil,8,2018,DDoS,Retail,1.58,100633,Insider,Zero-day,Encryption,53,27
1249,France,5,2017,Phishing,Government,59.64,551515,Unknown,Zero-day,AI-based Detection,37,23
1250,Germany,4,2023,Man-in-the-Middle,Banking,80.97,289046,Nation-state,Zero-day,Encryption,41,103
1251,Australia,6,2021,Malware,Retail,22.48,70067,Insider,Weak Passwords,VPN,22,114
1252,France,5,2022,Phishing,Banking,69.99,366596,Insider,Weak Passwords,AI-based Detection,65,43
1253,Japan,9,2021,SQL Injection,IT,51.24,452476,Nation-state,Zero-day,VPN,41,36
1254,Japan,9,2020,SQL Injection,Banking,70.14,575065,Insider,Weak Passwords,Encryption,61,64
1255,Japan,9,2024,Man-in-the-Middle,Education,68.35,474131,Insider,Unpatched Software,Firewall,41,78
1256,USA,10,2016,Phishing,Education,86.3,702702,Hacker Group,Zero-day,Encryption,14,15
1257,Australia,6,2023,DDoS,Government,97.18,692900,Unknown,Social Engineering,Encryption,72,14
1258,Brazil,8,2021,SQL Injection,IT,92.4,654303,Hacker Group,Unpatched Software,AI-based Detection,15,11
1259,Russia,7,2022,Ransomware,Banking,50.11,851222,Insider,Weak Passwords,Encryption,16,120
1260,Australia,6,2016,Man-in-the-Middle,Government,35.59,729762,Insider,Social Engineering,VPN,6,5
1261,USA,10,2022,DDoS,Healthcare,56.89,388698,Nation-state,Social Engineering,VPN,35,22
1262,Australia,6,2019,SQL Injection,Telecommunications,86.79,293647,Nation-state,Social Engineering,AI-based Detection,37,28
1263,China,1,2021,Phishing,Government,84.49,884734,Hacker Group,Weak Passwords,Encryption,6,95
1264,UK,3,2023,DDoS,IT,52.75,638329,Hacker Group,Social Engineering,Firewall,11,49
1265,India,2,2019,DDoS,Government,63.63,47191,Insider,Unpatched Software,VPN,28,7
1266,Brazil,8,2023,Phishing,Retail,42.69,309021,Unknown,Unpatched Software,Encryption,2,57
1267,Germany,4,2018,DDoS,Telecommunications,15.14,834902,Nation-state,Weak Passwords,Firewall,63,97
1268,France,5,2016,DDoS,Banking,25.81,132286,Insider,Unpatched Software,Antivirus,66,63
1269,France,5,2023,SQL Injection,Banking,46.58,659062,Unknown,Unpatched Software,Antivirus,42,41
1270,France,5,2020,Malware,Telecommunications,93.88,69492,Hacker Group,Social Engineering,Encryption,29,76
1271,Russia,7,2017,Phishing,IT,53.07,388154,Nation-state,Zero-day,AI-based Detection,29,23
1272,Brazil,8,2024,DDoS,Government,24.23,889448,Hacker Group,Zero-day,VPN,20,38
1273,UK,3,2022,Phishing,Retail,49.08,445458,Hacker Group,Unpatched Software,Antivirus,36,55
1274,UK,3,2019,Phishing,Banking,84.5,828382,Hacker Group,Weak Passwords,AI-based Detection,4,43
1275,Russia,7,2024,SQL Injection,Education,99.31,362492,Insider,Weak Passwords,AI-based Detection,63,107
1276,Japan,9,2021,Man-in-the-Middle,Healthcare,55.4,68886,Hacker Group,Weak Passwords,AI-based Detection,41,108
1277,Japan,9,2017,DDoS,Education,7.84,165722,Unknown,Unpatched Software,Encryption,23,82
1278,India,2,2020,SQL Injection,Government,99.72,604113,Insider,Weak Passwords,Encryption,7,64
1279,France,5,2019,Man-in-the-Middle,Healthcare,39.48,450466,Unknown,Unpatched Software,VPN,52,77
1280,Australia,6,2019,Phishing,Banking,1.13,507976,Hacker Group,Zero-day,AI-based Detection,70,23
1281,India,2,2018,DDoS,Banking,43.45,180980,Hacker Group,Unpatched Software,AI-based Detection,15,13
1282,France,5,2020,Ransomware,Healthcare,37.36,745273,Insider,Zero-day,Firewall,67,12
1283,Germany,4,2023,SQL Injection,Telecommunications,94.14,536737,Unknown,Unpatched Software,Encryption,44,30
1284,Germany,4,2020,SQL Injection,Banking,65.24,202102,Insider,Unpatched Software,Antivirus,54,41
1285,Brazil,8,2021,DDoS,Education,80.79,134998,Unknown,Zero-day,AI-based Detection,42,35
1286,India,2,2015,Ransomware,Banking,81.81,41635,Nation-state,Unpatched Software,Encryption,37,25
1287,Japan,9,2022,Phishing,Telecommunications,35.54,604908,Unknown,Zero-day,Antivirus,25,31
1288,France,5,2020,Man-in-the-Middle,IT,88.42,688016,Nation-state,Zero-day,Antivirus,26,80
1289,Brazil,8,2020,Ransomware,IT,56.59,679131,Hacker Group,Weak Passwords,AI-based Detection,55,100
1290,India,2,2015,DDoS,Retail,39.28,585934,Insider,Unpatched Software,Antivirus,13,63
1291,USA,10,2023,Man-in-the-Middle,IT,88.81,762605,Nation-state,Unpatched Software,Encryption,53,37
1292,UK,3,2021,Malware,Healthcare,58.9,984973,Unknown,Zero-day,Encryption,30,59
1293,Russia,7,2020,Phishing,Education,9.52,889970,Nation-state,Unpatched Software,VPN,20,1
1294,USA,10,2020,Phishing,Healthcare,39.92,376443,Insider,Zero-day,Antivirus,20,31
1295,UK,3,2023,Phishing,Retail,28.54,699386,Nation-state,Weak Passwords,Encryption,20,95
1296,Russia,7,2020,Man-in-the-Middle,Retail,74.11,158758,Nation-state,Zero-day,Antivirus,72,80
1297,China,1,2021,Man-in-the-Middle,Banking,85.26,812101,Insider,Social Engineering,VPN,52,5
1298,UK,3,2020,Phishing,Telecommunications,43.72,402744,Insider,Zero-day,AI-based Detection,65,23
1299,Japan,9,2015,Malware,Healthcare,77.01,182338,Unknown,Social Engineering,Firewall,72,17
1300,Germany,4,2017,Man-in-the-Middle,Banking,88.03,587213,Unknown,Weak Passwords,AI-based Detection,32,108
1301,France,5,2024,DDoS,Government,86.65,419571,Nation-state,Zero-day,AI-based Detection,72,35
